AvgCaptionLen,stat_StdPhotoDis,AvgPhotoDis,MeanPhotoDisbyCap,CaptionPercentage,PredictedStd,TopWordPopularity,Zscore,Entropy,diff_AvgPhotoDis,diff_TopWordPopularity,diff_Entropy,tfidf1,tfidf2,tfidf3,NumberOfHashtages1,NumberOfHashtages2,NumberOfHashtages3,NumberOfPhotsoContaingTopWord1,NumberOfPhotsoContaingTopWord2,NumberOfPhotsoContaingTopWord3,Top10PhotoLocationNameFreq,label
97.25,0.078028,0.244427,7.47222,1,1.761915,0.125,3.243108,2.889549,0.091596,22.1782,0.874024,0.779693,0.779693,0.756903,0,0,0,1,1,1,0.125,-1
29.333333,0.032128,0.192159,7.69078,0.818182,1.717902,0.185185,3.053999,2.946439,-0.117338,21.449205,0.237744,0.787315,0.716002,0.605454,0,0,0,2,2,1,0.1,-1
32.7,0.090719,0.377672,7.275094,0.952381,1.729465,0.133333,4.33733,2.909686,0.216867,18.056669,0.503602,0.409348,0.394807,0.302761,0.5,0.5,1.5,4,4,2,0.1,-1
46.25,0.033129,0.192896,7.770036,0.857143,1.317063,0.111111,4.204271,2.701121,-0.133703,21.863109,0.095485,0.764814,0.519795,0.504602,6,2,5,2,1,1,0.2,-1
59.594203,0.070549,0.340256,7.810442,0.8625,1.628756,0.067633,5.417285,2.809206,-0.022098,13.584385,0.05872,0.136565,0.128863,0.124395,4.5,3.625,6,10,8,4,0.4,-1
24.727273,0.056891,0.349961,7.895205,0.916667,0.669938,0.121212,7.477161,3.082328,0.017067,20.206359,0.222377,0.550475,0.467176,0.450601,4,1,7,2,1,1,0.1,-1
46.222222,0.105226,0.212988,7.78092,0.818182,1.349297,0.111111,4.651614,2.595462,-0.072758,21.888574,0.356617,0.655675,0.640838,0.640838,3,3,3,1,1,1,0.3,-1
41.375,0.07248,0.357003,7.967581,0.8,1.937343,0.104167,4.202573,2.914377,0.01261,20.890746,0.4338,0.389846,0.389846,0.389846,1,1,3,2,2,1,0.1,-1
40,0.071948,0.331888,8.126935,0.692308,2.404248,0.111111,3.084732,2.988317,-0.011885,22.432714,0.382131,0.655675,0.640838,0.627751,0,1,0,1,1,1,0.1,-1
51.6,0.069175,0.396966,7.258697,1,2.688153,0.1,3.003608,3.036372,0.037991,21.759389,0.204076,0.55444,0.507439,0.507439,0,0,1,1,1,1,0.1,-1
77.166667,0.065033,0.261604,7.687015,0.923077,1.267976,0.138889,3.859315,2.83891,-0.048033,20.517677,0.203883,0.893679,0.519795,0.519795,2.5,4,1,2,2,1,0.1,-1
51,0.055712,0.447076,7.487823,0.9,1.376159,0.148148,3.97433,2.925853,0.153502,22.467058,0.334283,0.640838,0.578658,0.569728,1.666667,17,2,3,1,1,0.1,-1
38.571429,0.069928,0.34654,8.096918,0.7,2.143698,0.142857,4.694656,2.945039,-0.034283,22.490453,0.170838,0.891078,0.823934,0.792057,0,0,0,1,1,1,0.1,-1
80.75,0.070228,0.308479,7.540762,1,0.927962,0.208333,4.070888,3.028639,0.061669,19.950547,0.198673,0.928629,0.670259,0.660254,4,27,1,3,1,1,0.125,-1
69.1,0.107226,0.326515,7.561286,0.909091,3.383345,0.116667,3.143276,2.814893,0.042739,18.602595,0.154044,0.605522,0.507439,0.413341,3.4,1,0,5,2,2,0.5,-1
30.181818,0.066635,0.236075,7.49371,0.916667,0.917573,0.090909,10.214214,2.789866,-0.0112,20.95621,0.388678,0.550475,0.513614,0.513614,7,0,0,1,1,1,0.2,-1
60.777778,0.06544,0.342367,7.413747,0.947368,1.670957,0.092593,3.432494,2.878212,0.013005,19.927942,0.165943,0.349611,0.34653,0.34653,0,1,0,2,2,1,0.2,-1
55.5,0.075848,0.269173,7.776607,0.833333,0.661867,0.133333,10.221448,2.855905,-0.039205,21.571229,0.198568,0.623754,0.623754,0.623754,1,1,1,2,1,1,0.2,-1
49.5,0.035533,0.243361,7.196441,1,1.430315,0.125,4.008709,2.984234,0.002106,22.409953,0.392349,0.779693,0.720942,0.681136,0,1,1,1,1,1,0.125,-1
45.363636,0.110241,0.331237,7.20436,1,2.224118,0.151515,3.605072,2.870951,0.136032,22.23447,0.668872,0.550475,0.524322,0.504036,1.5,0.5,1,2,2,1,0.1,-1
44.130435,0.074159,0.332252,7.184581,1,1.522705,0.086957,5.571826,2.849096,0.122558,19.350438,0.986219,0.271198,0.271198,0.271198,5,1.5,0,2,2,2,0.1,-1
47.846154,0.069742,0.336111,8.22841,0.684211,1.860905,0.076923,4.15427,2.899286,0.120922,20.248591,0.305176,0.465786,0.465786,0.453929,0,14,14,1,1,1,0.2,-1
53.384615,0.038434,0.307214,7.373975,1,1.749951,0.128205,3.055333,2.78539,0.00288,20.252295,0.422284,0.516668,0.479811,0.479811,4.5,0.5,1,2,2,1,0.2,-1
45.277778,0.07374,0.343484,7.942112,0.857143,2.176327,0.092593,4.118992,2.819251,0.028247,20.305338,0.352262,0.34653,0.34653,0.336401,0,2.5,10,2,2,1,0.2,-1
41.692308,0.075684,0.332662,7.976508,0.764706,2.22415,0.076923,4.936422,3.074876,0.034796,19.938868,0.284222,0.443657,0.443657,0.443657,1,0,0,1,1,1,0.1,-1
31.625,0.083535,0.261275,7.291629,1,1.37316,0.125,3.461193,2.866587,-0.211296,21.920548,0.345732,0.737634,0.70622,0.660254,0,5,0,1,1,1,0.125,-1
58.875,0.078323,0.269026,7.195756,1,1.474463,0.125,3.747288,3.057476,0.005417,21.715596,0.233083,0.720942,0.720942,0.693049,0,0,0,1,1,1,0.125,-1
36.518519,0.052485,0.249723,8.0056,0.818182,2.824868,0.061728,3.752311,3.015588,0.011154,19.328738,0.181516,0.24239,0.240879,0.224267,6.5,5.5,0,2,2,1,0.3,-1
30.5,0.06692,0.255491,7.787992,0.833333,0.746432,0.133333,7.119726,2.915196,-0.068465,22.737166,0.349517,1.153508,0.623754,0.590107,0,0,4,2,1,1,0.2,-1
47.888889,0.06534,0.310886,7.702907,0.9,1.605117,0.111111,7.625444,2.934725,-0.061719,20.581911,0.262875,0.373149,0.34653,0.34653,8,0,8.5,2,2,2,0.1,-1
63.8,0.063185,0.382188,8.024614,0.909091,2.814564,0.133333,3.305691,3.008695,-0.009673,20.146396,0.233496,0.605522,0.605522,0.590107,3.333333,3,3,3,1,1,0,-1
46.277778,0.079403,0.348571,7.52473,0.947368,1.382341,0.111111,4.760985,2.972209,-0.074296,19.94681,0.19812,0.333644,0.308022,0.302727,2.5,2,2,2,2,2,0.2,-1
35.1,0.087969,0.333664,7.935878,0.909091,3.659858,0.133333,3.126742,2.903702,0.112351,21.66677,0.335009,0.623754,0.590107,0.576754,1,0,0,2,1,1,0.1,-1
20.285714,0.054501,0.242251,7.932309,0.875,1.034481,0.142857,3.923863,3.013071,-0.017566,21.479224,0.228085,0.865032,0.792057,0.743989,0,2,0,1,1,1,0.125,-1
77.833333,0.08002,0.283984,8.189776,0.75,1.155486,0.166667,3.248507,2.889549,-0.091583,22.282931,0.239286,1.039591,0.941626,0.908181,27,27,1,1,1,1,0.125,-1
39.727273,0.053635,0.276294,7.219215,1,0.915379,0.212121,5.75203,2.846439,0.038091,21.701504,0.44432,1.120721,1.048644,0.946895,0.666667,0,0,3,2,2,0.1,-1
54.037037,0.072947,0.317273,7.92746,0.870968,1.109728,0.074074,5.672541,2.948135,-0.061967,18.058196,0.43726,0.263446,0.23102,0.224267,4.666667,0,0.5,3,2,2,0.2,-1
47.571429,0.048252,0.292573,8.277923,0.823529,1.372664,0.095238,4.596234,3.016808,0.112861,21.081356,0.261249,0.445539,0.432516,0.411967,7.5,9,9,2,1,1,0.2,-1
64.571429,0.061898,0.356353,8.245103,0.736842,5.733302,0.095238,3.382783,3.097558,0.006684,20.252014,0.297778,0.432516,0.421505,0.403554,0,9,3,2,1,1,0.1,-1
27.9375,0.02872,0.203847,7.874894,0.842105,2.823547,0.083333,3.335626,2.794336,-0.057022,20.57588,0.287818,0.389846,0.360471,0.35311,0,8,8,2,1,1,0.2,-1
51.333333,0.101499,0.353211,7.77996,0.882353,1.474367,0.111111,5.245121,2.934434,0.09002,20.542775,0.328308,0.418327,0.415836,0.415836,7.5,5,3,2,2,1,0.2,-1
52.4,0.055133,0.290748,7.613403,0.833333,0.858968,0.233333,6.858177,2.796614,0.087879,20.746011,0.708488,0.734645,0.719697,0.669434,0,0,2.5,3,2,2,0.4,-1
50.7,0.072414,0.332532,7.244041,1,1.374814,0.1,4.461863,2.955869,0.059968,20.542224,0.254124,0.311877,0.311877,0.311877,0.333333,3,0,3,2,2,0.1,-1
34.26087,0.099634,0.277545,7.654414,0.884615,1.481449,0.043478,4.414486,2.581361,-0.106467,19.773704,0.759646,0.271198,0.271198,0.263271,1,1,1,1,1,1,0.1,-1
42.818182,0.054765,0.346219,7.769794,0.785714,1.659704,0.181818,6.140231,3.087929,0.051509,22.17653,0.567034,0.770193,0.675366,0.567049,2.666667,0,3,3,2,1,0.1,-1
39.730769,0.081861,0.353789,7.608051,0.896552,4.830315,0.102564,3.691059,2.913632,-0.009503,18.807541,0.280911,0.311479,0.291227,0.259203,0.333333,0.333333,0.5,3,3,2,0.3,-1
59.166667,0.06415,0.389826,7.93412,0.782609,1.890766,0.055556,4.541177,2.859266,0.024459,19.604921,0.426663,0.336401,0.336401,0.336401,0,2,3,1,1,1,0.1,-1
89.526316,0.07259,0.281171,7.788719,0.863636,3.171944,0.105263,3.494816,2.864068,-0.022392,19.689803,0.104517,0.432559,0.418503,0.35002,0,8.5,1,2,2,2,0.1,-1
46.4375,0.076897,0.343212,8.055138,0.842105,2.179242,0.104167,5.340291,2.954701,-0.014763,21.069312,0.503475,0.425541,0.389846,0.389846,7.5,0,16,2,2,1,0.1,-1
36.130435,0.114464,0.321622,7.85538,0.821429,3.11063,0.101449,4.9224,2.64851,0.105648,17.569096,0.126237,0.329214,0.319356,0.271198,4,5,6,5,3,2,0.8,-1
50.583333,0.111558,0.359596,8.058555,0.8,1.642251,0.083333,3.662788,2.803509,-0.00603,20.572114,0.29922,0.504602,0.491756,0.470813,0,15,5,1,1,1,0,-1
47.384615,0.065088,0.380436,7.312176,1,1.458781,0.076923,3.306291,3.044913,-0.028489,20.726332,0.026589,0.453929,0.453929,0.412467,0,5,5,1,1,1,0.1,-1
33,0.087386,0.361245,7.790422,0.833333,1.65169,0.1,4.418672,2.98709,0.14755,22.625598,0.357608,0.605522,0.576754,0.520792,0,2,7,1,1,1,0.1,-1
42.75,0.052607,0.320937,7.627759,0.888889,2.747063,0.083333,3.199114,2.93565,-0.056237,20.266639,0.219864,0.360471,0.360471,0.35311,2.666667,0,0,3,1,1,0.2,-1
61.533333,0.083995,0.331444,7.926007,0.857143,2.725127,0.066667,3.629801,2.9614,0.096609,18.308058,0.479751,0.334251,0.207918,0.207918,5.5,8,1,2,2,2,0.4,-1
55.142857,0.051831,0.394118,7.645413,0.875,0.731043,0.190476,8.53324,2.984234,0.077734,21.884745,0.370146,1.532021,0.891078,0.84301,0.5,2,1,2,1,1,0.125,-1
54.416667,0.053951,0.251215,7.548552,0.923077,1.106005,0.138889,5.381694,2.880838,-0.111173,20.255314,0.846861,0.519795,0.504602,0.504602,0.333333,0,0,3,2,1,0.2,-1
28.166667,0.056661,0.257101,7.713537,0.857143,1.052147,0.111111,9.962492,2.905332,0.031791,22.270157,0.131081,0.519795,0.480628,0.476091,0,0,0,2,1,1,0.1,-1
47.230769,0.072669,0.267442,7.76064,0.928571,1.108123,0.102564,3.605079,2.784432,0.028621,20.686176,0.16489,0.705982,0.465786,0.465786,0.5,25,25,2,1,1,0.1,-1
51,0.086218,0.340769,7.643307,0.9,1.608758,0.111111,3.945498,3.115834,0.001404,21.92327,0.146973,0.69306,0.655675,0.627751,4,4,1,1,1,1,0.1,-1
42.75,0.075067,0.300017,7.926393,0.8,2.769332,0.111111,3.193386,2.75,-0.101243,20.97773,0.279,0.519795,0.519795,0.470813,5,1,0,2,1,1,0.2,-1
55.125,0.041166,0.342142,7.457463,1,1.105688,0.125,3.811875,3.101881,0.021918,22.475577,0.391342,0.756903,0.693049,0.681136,0,0,0,1,1,1,0,-1
39.181818,0.071827,0.192049,7.346582,0.916667,0.901247,0.151515,6.87169,2.855905,-0.099351,20.328811,0.589441,0.550475,0.550475,0.536461,0,0.5,0,2,2,1,0.4,-1
39.625,0.052833,0.254739,7.68586,0.888889,1.350498,0.125,4.154188,2.927451,-0.071204,21.657281,0.530597,0.737634,0.720942,0.70622,1,1,0,1,1,1,0.111111,-1
33.285714,0.138645,0.301796,7.640599,0.875,0.449536,0.142857,15.02806,2.984234,-0.085644,21.625113,0.337996,0.891078,0.891078,0.891078,0,0,0,1,1,1,0.125,-1
55.68,0.082545,0.348248,7.785629,0.961538,1.473985,0.08,5.400053,2.68164,-0.02887,20.378227,0.176393,0.236043,0.234746,0.234746,20.5,0,16,2,2,2,0.2,-1
63.563636,0.057891,0.370352,7.602904,0.948276,4.215035,0.078788,3.801027,3.120767,0.062699,18.256994,0.130587,0.274424,0.192216,0.161665,1.8,7.5,4,5,4,4,0.2,-1
60.392857,0.044212,0.323855,7.589985,0.875,1.573546,0.130952,4.969716,2.882795,0.004243,17.475549,0.507028,0.575451,0.238294,0.232276,3,1.5,4.5,7,2,2,0.5,-1
37.142857,0.043939,0.282829,7.540767,0.875,1.040733,0.190476,4.119302,2.939829,-0.074032,20.062708,0.169261,0.766011,0.693036,0.657658,3.333333,1.5,3,3,2,1,0.125,-1
63.777778,0.056183,0.304485,7.668975,1,1.188479,0.111111,3.00186,3.016876,-0.137008,22.177267,0.226942,0.69306,0.69306,0.69306,4,0,1,1,1,1,0.111111,-1
51.75,0.044025,0.27414,7.582761,0.888889,0.921302,0.25,5.622463,2.974938,-0.050468,21.125742,0.187636,1.137786,1.045855,0.756903,10,1,3,2,2,2,0.111111,-1
71.5,0.047025,0.191146,8.510867,0.8,1.170613,0.125,5.351619,2.713124,-0.172571,22.287288,0.567014,0.737634,0.737634,0.720942,7,0,7,1,1,1,0.1,-1
36.773585,0.06594,0.359701,7.877576,0.828125,1.585672,0.050314,6.107956,2.970735,-0.007601,17.931031,0.130249,0.117689,0.117689,0.117689,1,6.666667,0,4,3,2,0.3,-1
39.933333,0.070857,0.325324,7.430737,0.9375,1.709012,0.066667,3.416949,3.083074,-0.012042,21.707499,0.095098,0.415836,0.393405,0.384503,7,0,2,1,1,1,0.1,-1
33.142857,0.0994,0.332977,7.798543,0.875,2.567601,0.071429,3.145047,3.022683,-0.015489,19.479981,0.230689,0.432516,0.421505,0.38922,0,4,2,1,1,1,0.1,-1
62.5,0.038039,0.32539,7.216407,1,1.053484,0.166667,5.494092,2.709275,0.010984,21.478336,0.113236,0.745459,0.422301,0.389846,3.666667,5.333333,0,3,3,2,0.2,-1
63.541667,0.054539,0.33319,7.487884,0.923077,1.57692,0.152778,4.761035,3.043748,0.028139,18.579631,0.266858,0.695025,0.383634,0.333069,5.2,4.75,1.5,5,4,2,0.2,-1
48.230769,0.053969,0.330646,7.716823,0.866667,1.60907,0.179487,3.303774,2.990602,0.149714,21.960508,0.437047,0.545064,0.527608,0.465786,0,4,0,3,2,2,0.3,-1
30,0.060584,0.203991,8.081541,0.9,3.486758,0.148148,3.230007,2.945039,-0.053869,21.880357,0.399393,0.672802,0.627751,0.616044,0,0,1,2,1,1,0.1,-1
40.954545,0.102746,0.321924,7.643364,0.88,1.683628,0.090909,4.983194,2.579312,0.027026,17.792733,0.162894,0.283525,0.270162,0.269471,3,1.5,1,2,2,2,0.6,-1
61.1,0.034852,0.171406,7.421225,1,2.096028,0.133333,4.063807,2.61532,-0.173676,22.15623,0.351049,1.089817,0.623754,0.623754,2,26,2,2,1,1,0.3,-1
71.2,0.064414,0.339355,7.726302,0.909091,1.513791,0.1,4.909306,3.003702,0.002174,20.966824,0.387913,0.623754,0.590107,0.564976,12,0,0,1,1,1,0.1,-1
60.125,0.071936,0.282269,8.077933,0.8,1.183198,0.166667,3.235274,3.010571,0.076916,21.721291,0.249314,0.779693,0.756903,0.720942,6,9,4,2,1,1,0.1,-1
35.7,0.070651,0.32424,7.665608,1,1.077676,0.166667,6.431186,2.965584,-0.061534,23.374666,0.358148,0.951188,0.564976,0.485125,2.5,2.5,0,2,2,1,0.1,-1
36.75,0.066605,0.382941,7.965321,0.727273,1.994391,0.125,4.604609,3.108695,0.055635,22.784572,0.204248,0.737634,0.720942,0.70622,0,0,0,1,1,1,0.1,-1
44.833333,0.097198,0.315312,7.927074,0.923077,1.363481,0.111111,5.404035,2.754442,-0.017001,17.640936,0.213978,0.519795,0.504602,0.504602,2.25,0,0,4,2,1,0.1,-1
44.571429,0.112915,0.314603,7.878613,0.777778,2.267649,0.142857,3.413257,2.587135,0.089049,18.705133,0.10871,0.708087,0.445539,0.432516,3,3,0,2,2,2,0.3,-1
39.571429,0.038423,0.323933,8.574175,0.636364,0.720587,0.142857,9.089268,2.870951,0.116611,18.405259,0.245345,0.891078,0.891078,0.891078,4,0,4,1,1,1,0.1,-1
51.75,0.099005,0.301094,7.324689,1,1.012545,0.125,3.134131,2.984234,-0.031063,21.856369,0.237553,0.756903,0.720942,0.720942,1,6,0,1,1,1,0.125,-1
41.625,0.036681,0.285221,8.277345,0.727273,2.448335,0.111111,3.962696,2.602829,-0.016078,17.219368,0.334541,0.417015,0.287725,0.259898,7.333333,7.333333,6,3,3,2,0.3,-1
53.214286,0.060901,0.383575,8.029174,0.823529,1.467915,0.119048,4.331568,3.112585,0.010687,21.267968,0.124843,0.522475,0.445539,0.432516,3.5,1,0,2,2,1,0.1,-1
79.363636,0.098804,0.362924,8.060604,0.916667,1.350635,0.181818,5.323265,2.887096,0.077291,21.020729,0.527628,0.708316,0.567049,0.567049,16,9.5,3,2,2,2,0.2,-1
59.466667,0.073013,0.37965,7.498805,0.9375,1.198273,0.066667,4.880127,3.07908,0.072012,21.43386,0.500526,0.384503,0.384503,0.37665,14,0,14,1,1,1,0.1,-1
23.142857,0.076321,0.246923,8.560776,0.7,1.657558,0.142857,4.253041,2.860321,-0.025734,22.955631,0.472784,0.823934,0.559308,0.529121,0,0,0,1,1,1,0.1,-1
50,0.086614,0.306227,8.025199,0.714286,1.990806,0.133333,3.735562,2.940676,0.019709,20.060404,0.112884,0.841879,0.623754,0.590107,0,0,3,2,1,1,0.1,-1
51.75,0.05302,0.246988,7.599789,1,0.924608,0.125,8.234634,2.984234,-0.008004,22.394442,0.503991,0.779693,0.756903,0.681136,0,0,0,1,1,1,0.125,-1
87.25,0.092818,0.369334,7.601134,1,0.856889,0.125,6.035418,3.057476,0.012277,21.744759,0.279699,0.779693,0.756903,0.70622,0,3,0,1,1,1,0.125,-1
70.727273,0.077111,0.304174,8.251936,0.733333,1.29084,0.181818,4.70674,2.871654,-0.036964,21.332059,0.722295,0.567049,0.550475,0.550475,2.5,2.5,5,4,2,1,0.2,-1
47.533333,0.057193,0.245117,7.824328,0.833333,2.82332,0.074074,3.835784,3.002098,-0.03148,16.256173,0.195964,0.369626,0.238314,0.209399,2.6,7,7.333333,5,3,3,0.5,-1
50.214286,0.06635,0.374142,7.32374,1,1.33151,0.142857,4.108134,3.033794,0.057406,22.041609,0.564509,0.476589,0.445539,0.445539,0,0,2.5,3,2,2,0.1,-1
45.4,0.071055,0.372511,7.730826,0.892857,1.125265,0.106667,6.400091,3.002731,-0.014973,19.599001,0.125024,0.276621,0.265151,0.258549,2,0,0.5,5,2,2,0.2,-1
72.05,0.059012,0.330063,7.432544,0.952381,2.748354,0.116667,3.332884,3.026678,-0.028056,18.900914,0.241466,0.55444,0.451478,0.404032,17.666667,20,15,3,2,2,0.1,-1
91.083333,0.054035,0.319587,7.945023,0.857143,2.43083,0.166667,3.321656,3.087929,-0.026867,21.205305,0.094345,0.659193,0.519795,0.504602,22,16,15.5,2,2,2,0.2,-1
22.25,0.056822,0.247079,7.796602,0.857143,1.197923,0.166667,5.979429,2.979659,-0.063194,16.949201,0.126894,0.680963,0.519795,0.462033,0,2.5,0,2,2,2,0.2,-1
35.125,0.049722,0.36072,7.277896,1,1.399263,0.083333,8.279293,3.043856,0.032302,21.345793,0.424935,0.368817,0.360471,0.360471,0,2,0,2,1,1,0.1,-1
34.2,0.056465,0.226445,8.055605,0.909091,1.003674,0.1,6.474428,2.946439,-0.111398,22.481367,0.168872,0.544909,0.544909,0.513893,1,1,4,1,1,1,0.1,-1
40.384615,0.064427,0.329681,7.895862,0.764706,1.431153,0.102564,4.443059,2.915579,0.044152,21.173457,0.361815,0.479811,0.479811,0.465786,0,8,8,2,1,1,0.1,-1
35.764706,0.055379,0.36809,7.623019,0.944444,1.399166,0.098039,4.360176,2.861576,-0.026229,19.771188,0.406015,0.366914,0.366914,0.366914,1.5,0.5,2,2,2,1,0.1,-1
40.357143,0.078365,0.34752,7.394414,1,1.78241,0.071429,3.046049,3.050766,0.020983,21.396574,0.438659,0.445539,0.432516,0.432516,2,0,5,1,1,1,0.2,-1
44.466667,0.079027,0.376066,7.899348,0.833333,1.261898,0.066667,4.964039,2.89419,-0.006886,21.300933,0.788434,0.363272,0.357472,0.347195,7,7,1,1,1,1,0.2,-1
53.666667,0.085707,0.267554,7.691247,0.9,1.358811,0.111111,4.632869,2.662692,-0.072259,17.236873,0.207461,0.40143,0.34653,0.336401,13.5,11.5,12,2,2,2,0.5,-1
70.75,0.029452,0.409254,7.88277,0.923077,1.402394,0.083333,5.794104,3.061482,0.131716,21.503817,0.559717,0.504602,0.504602,0.504602,0,0,9,1,1,1,0.1,-1
44.117647,0.068237,0.326229,7.412942,0.971429,1.74439,0.078431,4.52905,2.918802,-0.024039,18.822617,0.311342,0.233204,0.183457,0.183457,1.666667,0.666667,0,3,3,2,0.2,-1
36.5,0.082953,0.307057,8.085556,0.8,4.167544,0.125,3.636249,2.848855,0.024994,18.259372,0.195906,0.49187,0.446289,0.389846,2,2,2,2,2,2,0.2,-1
62.363636,0.060994,0.423452,7.35479,0.916667,1.860865,0.121212,3.713375,2.91044,0.21857,19.9766,0.588549,0.536461,0.536461,0.524322,2.666667,6,0,3,1,1,0.2,-1
51.571429,0.123208,0.393199,7.687185,0.875,1.152929,0.190476,3.035682,2.933955,0.004875,21.1744,0.242024,0.84301,0.823934,0.792057,2,8,2,2,1,1,0.125,-1
72.083333,0.075756,0.277479,7.490087,0.857143,2.903905,0.194444,3.195783,2.942496,-0.014964,21.796258,0.462185,1.03181,0.504602,0.491756,2.4,3,6,5,1,1,0.1,-1
33.222222,0.052644,0.373999,8.642481,0.5,2.593357,0.111111,3.220011,2.939349,0.078845,21.585981,0.72781,0.570992,0.539028,0.497743,0,0,0,1,1,1,0.1,-1
52.625,0.04047,0.296512,7.570925,0.941176,1.577659,0.0625,4.151098,2.983932,-0.064148,18.282061,0.503084,0.378451,0.368817,0.368817,25,0,0,1,1,1,0.5,-1
43.222222,0.067894,0.306102,7.63219,0.857143,1.922977,0.111111,3.872299,3.035592,-0.029784,20.95685,0.467947,0.586892,0.528438,0.497743,0,0,5.5,2,2,2,0.3,-1
63.111111,0.077338,0.280451,7.468379,0.9,0.940963,0.111111,6.808872,2.925853,-0.079616,21.11556,0.387386,0.69306,0.672802,0.640838,0,1,4,1,1,1,0.2,-1
61.384615,0.073037,0.338525,7.784729,0.866667,2.591048,0.102564,3.095135,3.125815,-0.064962,21.121,0.262701,0.479811,0.465786,0.465786,6.5,1,11,2,1,1,0.1,-1
45.333333,0.090788,0.3725,7.836925,0.8,2.20347,0.083333,3.615719,2.823935,-0.022939,20.784856,0.17776,0.504602,0.504602,0.491756,0,0,0,1,1,1,0.1,-1
39.153846,0.081345,0.325166,7.437109,0.928571,1.337506,0.102564,3.908327,2.93533,-0.028104,22.051932,0.634554,0.479811,0.479811,0.465786,7,12,12,2,1,1,0.1,-1
52,0.097777,0.276361,7.980416,0.777778,1.046511,0.142857,6.264914,2.821888,-0.000428,22.732929,0.656819,0.865032,0.84301,0.84301,3,1,1,1,1,1,0.222222,-1
57.636364,0.077947,0.33602,7.684334,0.916667,1.32282,0.151515,6.045883,2.98709,0.193236,21.849604,0.484748,0.567049,0.560874,0.513614,2,2,5,2,2,1,0.2,-1
37.058824,0.051263,0.265506,8.244634,0.772727,3.496337,0.117647,3.218677,2.949714,-0.015387,20.271347,0.158287,0.382572,0.366914,0.355137,3,3,3,2,2,2,0.2,-1
63,0.056553,0.219107,8.267069,0.6,1.843829,0.222222,4.167981,2.860321,-0.068707,21.722982,0.303967,1.556309,1.039591,1.009204,3.5,6,0,2,1,1,0.1,-1
44.166667,0.09366,0.320264,7.897458,0.782609,1.71402,0.111111,3.539287,2.930037,0.107799,18.937949,0.187805,0.40637,0.362446,0.34653,1,1,0,2,2,2,0.5,-1
78.333333,0.074461,0.372515,7.797701,0.818182,0.713014,0.148148,10.010834,2.984184,-0.007643,21.073863,0.164624,0.69306,0.672802,0.672802,8.5,5,0,2,1,1,0.1,-1
58.636364,0.04192,0.381803,7.380347,1,1.55565,0.090909,3.331075,3.070951,-0.021279,21.865284,0.399593,0.567049,0.524322,0.504036,6,6,7,1,1,1,0.1,-1
49.076923,0.053084,0.303474,8.044253,0.684211,2.663167,0.179487,3.757899,2.8199,-0.028268,19.411077,0.365223,0.531185,0.479811,0.471978,7,5.333333,1,3,3,2,0.1,-1
51,0.032582,0.257863,7.553782,0.888889,1.073708,0.166667,5.888187,2.752715,-0.043656,21.722307,0.035084,0.756903,0.737634,0.70622,2,0,4,2,1,1,0.111111,-1
37.777778,0.044976,0.299326,7.705862,0.9,1.247026,0.185185,5.320881,2.925853,0.037745,21.290602,0.332733,0.853255,0.743816,0.672802,2.5,3.5,0,2,2,1,0.1,-1
66.7,0.047863,0.369399,7.625329,0.909091,0.776307,0.2,7.917812,3.046439,0.038829,22.211942,0.184521,0.576754,0.528595,0.527499,2.5,1,0.5,2,2,2,0.1,-1
38.666667,0.080702,0.315315,7.958154,0.875,3.384528,0.063492,3.898022,3.017308,-0.042996,21.03318,0.241285,0.297026,0.281003,0.264019,0,0,0,2,1,1,0.3,-1
65.875,0.09764,0.406542,8.242561,0.8,1.786879,0.166667,4.553857,3.076103,0.16711,22.533758,0.660388,0.848158,0.779693,0.779693,1.5,0,8,2,1,1,0.1,-1
41.545455,0.052943,0.258304,8.058234,0.785714,1.853206,0.090909,4.735334,3.000973,-0.038469,21.956521,0.22567,0.567049,0.550475,0.550475,2,3,2,1,1,1,0.1,-1
50.444444,0.091733,0.293393,7.956878,0.75,1.66206,0.185185,3.733466,2.713216,0.031415,18.912892,0.142978,0.759148,0.672802,0.655675,8.5,5,0,2,2,1,0.5,-1
68.521739,0.089292,0.33251,7.6519,0.92,4.192417,0.101449,3.336646,2.565192,0.149116,17.631592,0.392403,0.286357,0.271198,0.271198,7,1,9.5,4,2,2,0.6,-1
44,0.062985,0.198373,7.638099,0.875,0.715368,0.142857,7.895728,2.889549,-0.096875,21.907294,0.572283,0.891078,0.891078,0.865032,0,0,0,1,1,1,0.125,-1
37.846154,0.085706,0.300265,7.585091,0.866667,3.052283,0.128205,3.441701,2.823935,0.016209,20.80023,0.132554,0.479811,0.465786,0.41916,3.333333,9,0,3,1,1,0.5,-1
35.3,0.147006,0.223676,8.20365,0.714286,0.449593,0.133333,27.442219,2.392277,-0.179123,22.264808,1.009448,0.882599,0.605522,0.590107,0,0,0,2,1,1,0.6,-1
34.444444,0.072787,0.233078,7.889357,0.75,1.286033,0.111111,4.710387,2.678032,-0.07552,21.470898,0.724206,0.539028,0.473718,0.430743,7,7,2,1,1,1,0.1,-1
46.6,0.073243,0.354518,7.989993,0.833333,1.319348,0.1,7.479985,3.005679,0.083122,22.572434,0.467323,0.623754,0.623754,0.564976,1,0,1,1,1,1,0,-1
