AvgCaptionLen,stat_StdPhotoDis,AvgPhotoDis,MeanPhotoDisbyCap,CaptionPercentage,PredictedStd,TopWordPopularity,Zscore,Entropy,diff_AvgPhotoDis,diff_TopWordPopularity,diff_Entropy,tfidf1,tfidf2,tfidf3,NumberOfHashtages1,NumberOfHashtages2,NumberOfHashtages3,NumberOfPhotsoContaingTopWord1,NumberOfPhotsoContaingTopWord2,NumberOfPhotsoContaingTopWord3,Top10PhotoLocationNameFreq,label
53.727273,0.053666,0.358918,8.179673,0.785714,2.799474,0.090909,4.004486,3.050766,-0.028025,20.138953,0.185886,0.567049,0.550475,0.536461,0,0,6,1,1,1,0.1,-1
70.222222,0.118567,0.305427,7.724027,0.9,1.816709,0.111111,3.180634,2.792586,0.087009,20.706053,0.418147,0.69306,0.672802,0.627751,24,24,24,1,1,1,0.3,-1
46.2,0.035831,0.306021,8.070845,0.714286,1.382779,0.1,3.59935,2.979659,-0.006425,20.578611,0.230108,0.605522,0.605522,0.590107,0,0,5,1,1,1,0.1,-1
40.875,0.060837,0.369385,7.757057,0.8,3.111608,0.125,3.211147,2.945039,0.012595,22.490453,0.241314,0.779693,0.779693,0.681136,3,0,0,1,1,1,0.1,-1
49.666667,0.071478,0.429326,8.006114,0.75,0.774271,0.166667,7.100806,3.057476,-0.015758,22.732997,0.345732,1.039591,1.009204,0.983512,0,0,0,1,1,1,0.125,-1
51.142857,0.017401,0.321903,7.648197,0.875,1.884295,0.190476,3.421299,2.816308,-0.05937,22.104338,0.243756,0.891078,0.862476,0.84301,1.5,1,0,2,1,1,0.125,-1
49.043478,0.079916,0.340075,7.55703,0.958333,2.172208,0.072464,5.011801,2.953675,0.048098,19.899035,0.428057,0.542395,0.271198,0.271198,11.5,0.5,0,2,2,2,0.2,-1
58,0.03727,0.29874,7.503071,0.875,0.760692,0.190476,6.316168,3.101881,-0.029154,22.486382,0.164264,0.865032,0.754576,0.754576,2.5,2,5,2,1,1,0.125,-1
40.625,0.037716,0.334452,7.543106,0.888889,1.428661,0.166667,4.060316,3.016876,0.022905,22.644229,0.080747,0.779693,0.720942,0.715844,0,13,2,2,1,1,0.111111,-1
35.444444,0.090789,0.284493,7.285339,1,1.475398,0.111111,8.830723,2.974938,0.035367,21.50685,0.210693,0.672802,0.640838,0.616044,0,0,0,1,1,1,0.111111,-1
41.761905,0.068405,0.329454,7.621387,0.875,1.431509,0.111111,5.058439,2.901089,-0.013728,19.515712,0.308553,0.891078,0.389122,0.380651,1.333333,2.333333,2.5,3,3,2,0.3,-1
50.25,0.048696,0.355281,7.790276,1,1.832572,0.166667,4.013252,3.028639,0.023035,22.638217,0.441176,0.693049,0.681136,0.660254,1,0,0,2,1,1,0.25,-1
40.368421,0.054478,0.389245,8.290017,0.730769,1.948071,0.052632,4.9462,2.943469,0.010474,20.747381,0.324362,0.328292,0.310583,0.297356,5,5,5,1,1,1,0.1,-1
31.375,0.058969,0.40094,7.926542,0.774194,1.798598,0.083333,6.428972,2.919677,0.14769,16.75148,0.565782,0.259898,0.252301,0.245878,0,2,2,2,2,2,0.7,-1
42.727273,0.079455,0.39025,7.544135,0.916667,0.736924,0.090909,11.164228,3.046381,0.086362,21.916602,0.130332,0.567049,0.567049,0.524322,10,0,10,1,1,1,0.1,-1
52.142857,0.070403,0.252266,7.774494,0.823529,1.270308,0.095238,6.058376,2.882704,-0.065471,19.77315,0.663938,0.445539,0.445539,0.432516,0.666667,1,1,3,1,1,0.1,-1
50.428571,0.060105,0.19949,7.944468,0.777778,1.1463,0.190476,8.163151,2.858278,-0.030923,19.219468,0.181965,0.972666,0.807108,0.766011,8,2,2,2,1,1,0.222222,-1
74.6,0.071655,0.309063,7.862283,0.882353,2.404248,0.177778,3.500663,3.042001,0.056482,18.825347,0.354135,0.606819,0.460361,0.403681,14.333333,8.666667,20.5,3,3,2,0.1,-1
36.642857,0.04445,0.34781,7.916561,0.875,2.746941,0.119048,3.405353,2.937015,0.00013,21.269067,0.142944,0.445539,0.445539,0.441913,2,3,0,2,2,1,0.1,-1
36,0.082609,0.373648,7.261708,1,0.535589,0.111111,12.633862,3.086049,0.186954,21.544952,0.551378,0.672802,0.640838,0.627751,2.5,3,0,2,1,1,0.111111,-1
47.25,0.052992,0.19472,7.69968,0.8,1.250446,0.166667,5.878964,2.825846,0.032974,21.126669,0.26763,1.200615,0.737634,0.737634,2.5,1.5,3,2,2,1,0.1,-1
43.583333,0.117584,0.327027,7.443725,1,1.439092,0.083333,3.718315,2.737323,-0.070257,21.44217,0.4744,0.491756,0.470813,0.470813,12,0,0,1,1,1,0.2,-1
46.529412,0.093028,0.246107,7.603787,0.894737,1.993034,0.078431,4.782568,2.707047,-0.056157,19.558151,0.238181,0.382572,0.366914,0.35619,3,0,1,2,1,1,0.7,-1
40.7,0.056042,0.319143,7.942672,0.833333,1.681497,0.2,3.081551,2.915196,0.056136,21.200775,0.075474,0.553115,0.501377,0.495661,4,4,4,2,2,2,0.1,-1
47.2,0.094508,0.193685,7.809369,0.909091,1.725321,0.133333,4.465627,2.557717,-0.109817,21.711164,0.475489,0.933785,0.623754,0.623754,1,15,1,2,1,1,0.1,-1
36,0.034464,0.180827,8.768212,0.625,1.32282,0.2,3.370944,2.939829,-0.078792,22.942025,0.152057,1.180214,1.108879,0.960492,0,0,3,1,1,1,0.125,-1
43.529412,0.127783,0.251319,8.046402,0.772727,2.705303,0.117647,3.064547,2.210369,-0.090254,18.573459,0.247334,0.58313,0.35619,0.35619,0,1,0,2,2,2,0.2,-1
69.15,0.1135,0.271937,7.70916,0.909091,1.487704,0.1,4.856085,2.6568,0.019601,20.115843,0.339108,0.302761,0.302761,0.295054,11.333333,15.5,0.5,3,2,2,0.4,-1
42.375,0.050215,0.320834,7.978458,0.888889,1.49234,0.125,3.251198,2.974938,-0.082301,22.369028,0.228578,0.737634,0.720942,0.634299,0,0,5,1,1,1,0.111111,-1
56.230769,0.081606,0.363455,7.604606,0.866667,1.831342,0.153846,3.076146,2.782416,0.082191,19.076541,0.262554,0.674038,0.555827,0.479811,7.75,10.333333,9.333333,4,3,3,0.5,-1
30.8125,0.081893,0.405127,8.312307,0.592593,1.710293,0.104167,4.943918,2.827747,0.08736,19.22811,0.300384,0.389846,0.389846,0.378451,1.5,1.5,0,2,2,1,0.1,-1
59.888889,0.053097,0.286404,7.89464,0.818182,1.888279,0.111111,3.81048,3.008695,-0.005754,20.990967,0.193872,0.69306,0.69306,0.69306,28,28,0,1,1,1,0.1,-1
59.333333,0.066974,0.331524,7.962538,0.882353,2.301792,0.133333,3.623732,2.91085,0.014832,19.535499,0.362936,0.415836,0.415836,0.415836,0,2,0,2,2,2,0.2,-1
53.916667,0.062783,0.34029,7.994051,0.75,0.894152,0.111111,8.322331,2.854694,0.01019,20.479864,0.48203,0.880339,0.470813,0.470813,2.5,4,3,2,1,1,0.2,-1
48.363636,0.047716,0.348033,7.299654,1,1.649453,0.151515,3.478552,3.008695,0.04205,21.895516,0.637744,0.536461,0.487461,0.473448,5,0,7,2,2,1,0.1,-1
59,0.091269,0.253218,7.834368,0.8,3.064007,0.166667,3.079974,2.965584,-0.054086,22.561708,0.308439,0.779693,0.779693,0.70622,1,1,6,2,1,1,0.2,-1
41.25,0.061818,0.341521,7.432692,0.941176,1.371929,0.083333,6.084083,2.932202,0.000334,21.714523,0.411644,0.406483,0.378451,0.378451,0,0,0,2,1,1,0.1,-1
59.625,0.093274,0.295048,7.784594,0.842105,1.615287,0.229167,5.355437,2.748373,-0.066244,19.42459,0.204902,0.682247,0.658011,0.389846,6.75,6.75,20.666667,4,4,3,0.3,-1
56.875,0.06337,0.36599,7.457084,0.941176,2.599297,0.125,4.091431,3.10391,-0.015074,20.839447,0.205034,0.38037,0.378451,0.368817,1.5,3.5,3,2,2,2,0.1,-1
41.333333,0.10187,0.287866,8.312887,0.666667,2.024111,0.222222,3.236231,2.927451,0.050495,22.838492,0.199165,1.039591,0.941626,0.80041,3,0,0,2,1,1,0.222222,-1
27.3125,0.082786,0.191444,7.606233,0.888889,0.913828,0.125,8.419205,2.454676,-0.047654,19.765006,0.552006,0.417015,0.415649,0.389846,0.5,0,6,2,2,2,0.2,-1
59,0.067087,0.332941,7.891143,0.928571,1.128727,0.076923,4.49924,2.893825,0.027671,19.687261,0.267124,0.479811,0.479811,0.453929,24,10,10,1,1,1,0.2,-1
47.421053,0.051586,0.36419,7.490221,0.95,1.607267,0.070175,5.683987,2.969329,0.044416,21.515748,0.385578,0.366056,0.318696,0.303555,7,14,1,2,1,1,0.2,-1
71,0.102813,0.289993,8.286275,0.692308,1.949146,0.111111,3.261338,2.673786,0.023478,22.032946,0.215724,0.69306,0.672802,0.672802,26,0,0,1,1,1,0.2,-1
106.333333,0.068319,0.31842,8.296129,0.666667,1.172945,0.166667,3.549752,2.821888,0.04736,19.774869,0.275689,1.039591,0.983512,0.941626,22,8,22,1,1,1,0.333333,-1
46.125,0.143019,0.342304,8.177577,0.8,1.758645,0.125,5.798815,2.752855,0.103338,21.482902,0.328438,0.65099,0.634299,0.612818,1,1,1,1,1,1,0.2,-1
222.888889,0.112086,0.301008,7.893696,0.818182,2.834696,0.185185,3.347949,2.984184,-0.140548,20.933976,0.139624,1.210908,0.69306,0.69306,0,0,0,2,2,2,0.1,-1
22.083333,0.042033,0.343362,7.408344,0.923077,1.457871,0.083333,5.857711,3.0106,0.026863,21.425369,0.312241,0.519795,0.504602,0.504602,1,0,0,1,1,1,0.1,-1
68.666667,0.078945,0.350207,7.301481,1,1.293729,0.138889,5.551436,2.969732,-0.058407,21.554543,0.600725,0.519795,0.519795,0.504602,3.5,2,2,2,2,1,0.1,-1
38.823529,0.048235,0.355245,7.319275,0.944444,1.588018,0.137255,4.183544,3.055839,-0.044611,19.465242,0.135591,0.462936,0.35619,0.35619,1,1,1,3,2,2,0.1,-1
30.461538,0.079136,0.348778,8.232823,0.722222,1.853077,0.128205,6.284731,2.886793,0.019496,20.871131,0.534377,0.572284,0.500286,0.465786,0.5,0.5,0,2,2,1,0.1,-1
32.111111,0.08468,0.259775,8.001456,0.818182,0.904299,0.148148,7.007236,2.965957,0.056795,22.71343,0.231169,0.640838,0.616044,0.509876,1,0,0,2,1,1,0.2,-1
30.64,0.108896,0.316977,7.570722,0.961538,3.738432,0.066667,3.431997,2.68164,0.035536,20.42769,0.227155,0.242209,0.242209,0.242209,3,3.5,1.5,2,2,2,0.6,-1
52.470588,0.080141,0.302719,8.158826,0.809524,2.163288,0.078431,3.516809,2.898069,-0.069887,21.267364,0.156234,0.559522,0.366914,0.366914,4,4,15,2,2,1,0.1,-1
42.107143,0.05319,0.361566,7.536591,0.875,1.519362,0.095238,5.134755,2.998937,-0.021573,18.659903,0.151807,0.377568,0.222769,0.222769,2,0,5,6,2,2,0.2,-1
60.25,0.101637,0.225831,7.974744,0.8,1.829044,0.125,3.524787,2.715327,-0.020718,21.89543,0.928624,0.756903,0.756903,0.737634,5,0,1,1,1,1,0.1,-1
30.142857,0.058774,0.358641,8.168792,0.7,0.730318,0.142857,10.917726,3.076103,-0.007263,22.639051,0.199604,0.766011,0.734133,0.635112,1,1,0,1,1,1,0.1,-1
35.333333,0.101788,0.352267,9.06247,0.375,0.555509,0.333333,14.525012,2.933955,0.080413,23.398335,0.322523,1.735975,1.061181,1.061181,7,0,0,1,1,1,0.125,-1
57.777778,0.062634,0.35529,8.438328,0.692308,1.990806,0.111111,3.986717,3.061482,0.056881,21.636323,0.134248,0.69306,0.672802,0.655675,22,0,22,1,1,1,0.1,-1
58.5,0.082106,0.258117,7.939652,1,0.760321,0.125,7.861733,2.939829,-0.004662,22.471514,0.240292,0.779693,0.756903,0.756903,2,0,1,1,1,1,0.125,-1
46.857143,0.086167,0.367846,8.165031,0.875,1.087757,0.142857,3.472385,3.057476,-0.038529,22.567011,0.242024,0.865032,0.823934,0.823934,5,1,5,1,1,1,0.125,-1
31.333333,0.091462,0.364247,7.988724,0.75,0.675148,0.166667,8.034924,3.057476,0.020782,21.975763,0.252499,1.009204,0.983512,0.983512,2,2,0,1,1,1,0.125,-1
54.904762,0.070176,0.212995,7.699183,0.875,3.378015,0.126984,3.520143,2.743544,-0.054462,18.54752,0.168685,0.567969,0.426637,0.338716,1,10,1,3,3,3,0.5,-1
33.3,0.093583,0.307088,7.40577,0.909091,0.850286,0.1,7.273622,2.965957,-0.00705,20.386694,0.269489,0.623754,0.576754,0.55444,3,0,0,1,1,1,0.1,-1
31.8,0.048698,0.272953,7.623227,0.833333,0.803703,0.133333,7.956,2.98709,-0.034985,22.490775,0.218332,0.605522,0.576754,0.55444,0.5,2,0,2,1,1,0.2,-1
55.363636,0.031768,0.264386,8.305958,0.785714,3.268967,0.121212,3.31934,2.996631,-0.01464,20.497994,0.254797,0.856634,0.550475,0.536461,5.5,5,7,2,1,1,0.1,-1
70.538462,0.051524,0.378569,7.562448,0.928571,2.390293,0.089744,5.84371,2.853744,0.04131,19.281117,0.477419,0.350088,0.289957,0.245617,11,5,4,3,2,2,0.1,-1
38.25,0.038792,0.38033,7.126711,1,0.932816,0.138889,7.279698,3.023037,0.136663,21.70993,0.317615,0.519795,0.519795,0.491756,0,0,0,2,2,1,0.1,-1
42.193548,0.073908,0.281469,7.67447,0.885714,3.342562,0.064516,4.354862,2.866999,-0.080568,18.766611,0.177751,0.263599,0.213831,0.20539,0,0.5,0,2,2,2,0.2,-1
46.090909,0.064842,0.330187,7.806783,0.916667,3.045829,0.060606,3.283009,3.071861,-0.057899,19.97141,0.232083,0.283525,0.283525,0.275237,0.5,9,21,2,1,1,0.2,-1
72.470588,0.057111,0.319564,7.562813,0.944444,1.632394,0.117647,3.641178,2.978066,0.001751,20.515036,0.428896,0.49836,0.391199,0.366914,4.5,3.5,2,2,2,2,0.1,-1
63.111111,0.072679,0.32776,7.680869,0.9,1.426582,0.148148,3.064394,3.010571,-0.093648,21.162654,0.188682,0.640838,0.605454,0.595786,0,1,1,2,1,1,0.2,-1
52.625,0.076549,0.335152,7.302944,1,1.331125,0.125,3.389145,3.013071,0.069149,21.11367,0.274701,0.779693,0.693049,0.693049,2,0,2,1,1,1,0.125,-1
41.083333,0.074527,0.30423,7.396104,0.923077,1.366518,0.194444,4.889314,2.93626,-0.066189,21.725595,0.191658,0.548851,0.480628,0.470813,0.666667,0,1,3,2,2,0.1,-1
75.222222,0.071578,0.366245,7.49135,1,1.166119,0.111111,5.98456,2.821888,0.011333,21.558284,0.331245,0.69306,0.655675,0.655675,32,1,32,1,1,1,0.222222,-1
45.333333,0.076198,0.271136,7.789548,0.947368,0.900559,0.064815,4.567231,2.925237,0.019588,18.996023,0.166677,0.320419,0.250821,0.18848,1,0.5,0,3,2,2,0.3,-1
34,0.042042,0.257396,7.600665,0.888889,0.923083,0.125,8.746211,3.016876,0.009957,22.598318,0.203885,0.720942,0.70622,0.70622,0,5,0,1,1,1,0.111111,-1
25,0.032663,0.259344,8.163862,0.75,0.933656,0.148148,5.992762,2.91044,-0.069057,22.62107,0.492374,0.69306,0.616044,0.557085,0.5,0,0,2,1,1,0.4,-1
42.571429,0.108252,0.281266,8.1796,0.777778,0.945794,0.238095,6.066969,2.744843,0.0926,22.891067,0.592978,1.614216,0.891078,0.807108,0,0,4,2,2,1,0.444444,-1
70.105263,0.058398,0.307529,7.77983,0.826087,3.003869,0.105263,3.781025,2.843139,-0.037729,18.197584,0.371756,0.328292,0.328292,0.328292,0,3,1,2,2,2,0.1,-1
28,0.082754,0.266892,7.289405,1,0.92752,0.166667,6.09351,2.984234,-0.108879,22.733686,0.152057,1.027328,0.737634,0.720942,0.5,1,1,2,1,1,0.125,-1
30.125,0.070041,0.453541,7.238611,1,1.686456,0.125,3.800629,3.013071,0.250854,22.993266,0.524989,0.756903,0.756903,0.529508,0,0,0,1,1,1,0.125,-1
55.3125,0.052637,0.371457,7.63831,0.888889,1.776294,0.125,3.435579,3.055839,0.030373,20.239181,0.453553,0.522927,0.389846,0.389846,0,0,0.5,2,2,2,0.1,-1
34.235294,0.083781,0.315629,7.690531,0.85,1.161222,0.078431,5.704965,2.89692,0.000886,20.76918,0.087933,0.35619,0.332339,0.326141,0,0,0,2,1,1,0.2,-1
30.090909,0.087769,0.343302,7.986226,0.785714,1.404475,0.121212,3.096791,2.996631,0.068832,21.739214,0.11239,0.536461,0.524322,0.524322,2.5,2,0,2,1,1,0.2,-1
43.571429,0.061857,0.270326,7.371879,1,1.789729,0.119048,3.155029,2.587504,-0.031247,19.361495,0.177217,0.708087,0.445539,0.411024,0,9,18,2,2,1,0.1,-1
39.625,0.074476,0.366865,7.238089,1,1.066863,0.1875,4.762998,3.083074,-0.0317,20.979757,0.486797,0.864243,0.389846,0.368817,1.666667,2.5,10,6,4,1,0.2,-1
50.333333,0.088062,0.27735,7.650506,0.9,1.06509,0.148148,5.090717,2.97084,-0.063388,22.374198,0.118207,0.69306,0.69306,0.640838,0,1,4,2,1,1,0.1,-1
38.666667,0.107588,0.236662,8.464119,0.75,0.839698,0.166667,8.607439,2.822182,0.008028,22.041055,0.822571,1.009204,0.924066,0.908181,12,2,3,1,1,1,0.25,-1
46.655172,0.064985,0.330793,7.783424,0.878788,2.001337,0.103448,4.399805,3.058668,-0.028327,19.79392,0.204914,0.256173,0.215088,0.208801,0,0.666667,4.333333,3,3,3,0.2,-1
57.285714,0.099118,0.318259,7.998923,0.777778,1.125691,0.142857,6.597798,2.974938,0.056341,21.860815,0.067084,0.84301,0.734133,0.67942,13,13,13,1,1,1,0.111111,-1
65,0.075486,0.325822,7.314387,1,0.64672,0.125,11.564856,3.057476,-0.025718,22.690386,0.186466,0.70622,0.693049,0.681136,0,0,0,1,1,1,0.125,-1
30.357143,0.086929,0.300483,7.861656,0.823529,1.107213,0.095238,4.851966,2.86769,-0.051308,21.35362,0.238093,0.432516,0.432516,0.411967,0.5,0,0,2,1,1,0.1,-1
57.555556,0.065624,0.398296,7.165687,1,1.274913,0.185185,3.245981,2.974938,-0.00779,20.195813,0.060276,0.655675,0.655675,0.616044,0,0,0,2,2,1,0.111111,-1
43.3125,0.062912,0.349856,7.537802,0.888889,1.343849,0.083333,3.136755,2.995266,-0.032481,19.939375,0.479455,0.378451,0.378451,0.368817,1.5,3,0,2,1,1,0.1,-1
48.666667,0.07127,0.312432,7.439192,0.923077,1.509487,0.111111,4.657483,2.92423,0.037152,21.879728,0.479426,0.519795,0.491756,0.491756,0.5,4,4,2,1,1,0.1,-1
58.857143,0.065077,0.300459,8.11499,0.636364,1.040841,0.285714,5.068301,3.008695,0.040828,19.704302,0.191544,1.532021,0.986487,0.891078,3,4,5,3,2,1,0.1,-1
41.695652,0.056689,0.375464,7.535267,0.92,1.679909,0.057971,4.669521,2.929108,0.003275,19.73101,0.111284,0.271198,0.256568,0.256568,2,7,0,2,1,1,0.2,-1
66.923077,0.075864,0.333732,7.264949,1,0.919681,0.102564,6.562479,2.92423,0.0265,20.912004,0.238859,0.479811,0.479811,0.465786,0.5,1,13,2,1,1,0.1,-1
33.454545,0.049145,0.27528,7.442575,0.916667,1.24379,0.121212,3.452121,2.951143,0.102058,22.13383,0.430827,0.891371,0.567049,0.524322,2.5,3,0,2,1,1,0.2,-1
48,0.091049,0.342764,8.741264,0.666667,0.953983,0.125,6.710327,2.982335,0.066543,20.983354,0.383369,0.779693,0.779693,0.720942,11,0,11,1,1,1,0.2,-1
34.611111,0.061669,0.306087,7.88482,0.75,2.022929,0.203704,5.402375,2.885049,0.04973,17.308132,0.13265,1.328508,0.570992,0.435017,2.428571,0.5,2,7,2,2,0.2,-1
75.166667,0.02981,0.271526,8.032956,0.75,2.517546,0.166667,3.394894,2.939829,-0.030924,21.902608,0.530665,0.983512,0.941626,0.924066,7,7,0,1,1,1,0.125,-1
57.538462,0.106598,0.353937,7.967614,0.764706,2.889692,0.128205,3.706006,3.016808,0.038638,20.473979,0.096154,0.660251,0.549279,0.479811,3,1.5,23,2,2,1,0.2,-1
51.5,0.056937,0.332973,7.743256,0.833333,2.001153,0.2,3.966291,2.915196,-0.012316,20.906805,0.119048,0.858327,0.83162,0.590107,2,6.5,5,2,2,2,0.1,-1
56.3,0.095171,0.319051,7.661567,1,0.703131,0.1,8.496254,2.925853,-0.035499,22.183208,0.294595,0.623754,0.623754,0.623754,0,0,19,1,1,1,0.1,-1
38.625,0.081072,0.222571,7.573077,0.888889,1.144935,0.208333,5.269782,2.744843,-0.118069,22.777161,0.314186,1.386099,0.993945,0.756903,1,1,0,2,2,1,0.333333,-1
42.666667,0.069259,0.316273,7.621146,0.857143,2.5748,0.083333,3.109466,2.799584,0.027481,21.17464,0.173913,0.504602,0.504602,0.470813,9,9,9,1,1,1,0.3,-1
57.761905,0.094016,0.331493,7.708657,0.913043,4.146117,0.079365,3.596807,2.937807,-0.050045,19.530649,0.290505,0.297026,0.297026,0.297026,1,7,4,2,2,1,0.2,-1
76.777778,0.061882,0.28203,7.656022,0.9,2.355575,0.148148,3.461113,2.865577,-0.025662,19.644136,0.146973,0.69306,0.69306,0.69306,2,4,4,2,1,1,0.2,-1
75.333333,0.086243,0.314442,7.738191,1,1.350701,0.083333,4.759674,2.81321,-0.031194,20.262777,0.584442,0.519795,0.519795,0.519795,25,5,25,1,1,1,0.1,-1
49.625,0.063245,0.323371,7.821144,0.888889,2.863536,0.0625,3.362262,2.874484,0.107681,20.951007,0.337615,0.389846,0.389846,0.378451,8,1,1,1,1,1,0.1,-1
38.6,0.069096,0.29074,7.645791,1,1.827083,0.1,3.522774,2.965584,0.025088,22.579384,0.58454,0.576754,0.55444,0.544909,0,0,0,1,1,1,0.1,-1
49.2,0.093686,0.321791,7.258327,1,1.128675,0.166667,5.748215,2.905308,-0.016239,22.491403,0.230392,0.623754,0.576754,0.575434,1,4,4,2,2,1,0.1,-1
39.625,0.108613,0.308393,7.375539,0.888889,0.601242,0.208333,17.922609,2.885513,-0.019601,20.897109,0.715646,1.858728,0.70622,0.626721,1.333333,4,4,3,1,1,0.111111,-1
75.5,0.067907,0.300981,8.066213,0.8,3.038292,0.166667,3.100754,2.965584,0.079861,21.098769,0.108968,0.70622,0.693049,0.693049,0,0,1,2,1,1,0.2,-1
29.210526,0.04651,0.371709,7.891628,0.904762,3.374622,0.070175,3.634984,2.826144,-0.010266,20.16704,0.240209,0.303555,0.297356,0.297356,1.5,2,0,2,1,1,0.3,-1
57.375,0.067277,0.358888,7.729677,0.888889,1.083931,0.125,6.43565,2.974938,-0.051939,22.752763,0.1688,0.756903,0.65099,0.642366,0,0,0,1,1,1,0.222222,-1
40,0.093877,0.303446,8.444108,0.666667,3.05409,0.125,3.176657,2.849157,0.079547,22.377013,0.108184,0.779693,0.756903,0.693049,0,3,3,1,1,1,0.5,-1
58.5,0.09507,0.307429,7.910168,0.8,1.923792,0.125,3.62858,2.925853,0.102658,22.765735,0.460961,0.756903,0.737634,0.693049,3,0,4,1,1,1,0.1,-1
47.5,0.038336,0.237484,7.284777,1,1.039209,0.125,5.221509,2.984234,-0.130689,21.690068,0.35073,0.779693,0.720942,0.693049,0,1,5,1,1,1,0.125,-1
50.444444,0.059177,0.301391,7.565862,0.9,0.846895,0.111111,7.736851,2.996641,-0.015925,21.997891,0.709669,0.672802,0.655675,0.640838,3,4,0,1,1,1,0,-1
43.6,0.064357,0.325879,7.421456,1,1.558397,0.1,6.785848,2.965584,-0.050996,21.08761,0.538359,0.605522,0.576754,0.55444,0,0,3,1,1,1,0.1,-1
60.090909,0.071297,0.32183,7.973024,0.846154,1.141381,0.121212,3.953864,2.880838,0.003603,20.139205,0.202837,0.567049,0.567049,0.550475,10,29,2,3,1,1,0.2,-1
46,0.071423,0.424949,7.58007,0.928571,1.805076,0.153846,3.99858,2.914016,0.149342,20.140722,0.22759,0.516668,0.479811,0.465786,11.5,0.5,11.5,2,2,2,0.3,-1
134.666667,0.057178,0.388399,7.678511,0.923077,1.905944,0.111111,3.442483,3.027169,0.034691,20.331594,0.32936,0.792656,0.519795,0.519795,7.5,15,15,2,1,1,0.2,-1
36.1,0.05994,0.368952,7.651291,0.869565,2.027011,0.083333,3.77559,3.069549,0.006811,20.202613,0.082875,0.311877,0.311877,0.295054,3,2.5,7,2,2,1,0.1,-1
69.416667,0.081314,0.312188,7.991757,0.857143,1.230637,0.111111,8.175375,2.996631,0.020747,20.449212,0.635055,0.519795,0.504602,0.504602,2,0,0,2,1,1,0.3,-1
41.913043,0.063552,0.349832,8.070256,0.766667,1.221181,0.086957,6.024163,2.960574,0.016105,20.428588,0.206617,0.473834,0.466267,0.337103,11.5,5,11.5,2,2,2,0.1,-1
67.3125,0.079891,0.41591,7.618818,0.888889,1.447286,0.145833,4.488414,2.985464,0.083391,20.21547,0.300534,0.720942,0.389846,0.389846,6.666667,4.333333,3.5,3,3,2,0.1,-1
67.608696,0.074662,0.323868,7.788195,0.851852,2.649651,0.07971,3.719212,2.951163,0.009549,16.741015,0.092205,0.179628,0.161501,0.160352,6.142857,3.666667,0.333333,7,3,3,0.9,-1
50.058824,0.07298,0.323397,7.541122,0.971429,3.724942,0.088235,4.168475,3.028343,-0.03548,18.087693,0.100287,0.355137,0.269934,0.267714,7.4,7.5,11.5,5,4,2,0.2,-1
34.857143,0.069841,0.17829,8.345329,0.875,0.998549,0.142857,8.066509,2.939829,-0.031354,23.1784,0.131586,0.865032,0.792057,0.766011,0,0,0,1,1,1,0.125,-1
28,0.061279,0.36751,8.081598,0.764706,1.282385,0.076923,7.037882,2.934434,0.114247,20.876355,0.649403,0.465786,0.465786,0.443657,0,5,0,1,1,1,0.1,-1
42,0.056041,0.400709,7.418508,0.965517,1.139449,0.047619,4.74965,3.005319,0.006538,19.88749,0.124358,0.222769,0.222769,0.222769,0,1,17,2,1,1,0.2,-1
62,0.08275,0.236848,7.231452,1,0.951436,0.208333,3.83887,2.822182,0.050328,22.816378,0.152057,0.720942,0.594492,0.594492,1,1.5,6,2,2,1,0.125,-1
35.375,0.071488,0.256363,8.177594,0.8,0.854564,0.125,8.259568,2.900052,-0.07574,22.68553,0.617306,0.779693,0.720942,0.720942,0,0,3,1,1,1,0.1,-1
46,0.06055,0.221915,7.339956,1,2.904156,0.083333,3.114389,2.95327,0.026059,20.377317,0.19696,0.389846,0.389846,0.378451,0.5,3,0,2,1,1,0.1,-1
48,0.089137,0.289918,7.692568,0.882353,2.779999,0.066667,3.814684,2.915579,0.00291,20.930345,0.122929,0.415836,0.403681,0.393405,7,7,6,1,1,1,0.3,-1
33.272727,0.06941,0.302441,7.724609,0.846154,1.334592,0.121212,5.650845,2.976287,0.024122,20.931254,0.144088,0.698118,0.567049,0.524322,1.5,21,0,2,1,1,0.1,-1
43.571429,0.053587,0.137252,8.000787,0.777778,1.407582,0.142857,3.895754,2.614369,0.028665,21.062489,0.032498,0.865032,0.766011,0.734133,0,4,0,1,1,1,0.333333,-1
37.5,0.08949,0.315165,8.084935,0.740741,1.294458,0.1,6.680461,2.954686,-0.061401,20.5921,0.161974,0.406279,0.325186,0.311877,1,4,1,2,2,2,0.2,-1
64.1,0.060732,0.275885,7.350465,1,1.496344,0.133333,3.403768,2.945039,-0.008838,21.512078,0.278552,0.623754,0.623754,0.623754,0,16,16,2,1,1,0.1,-1
39.125,0.047133,0.346482,8.082835,0.727273,2.972148,0.083333,3.331711,2.896956,0.011335,20.43267,0.392578,0.378451,0.368817,0.368817,0,0,0,2,1,1,0.1,-1
55.375,0.050094,0.257254,7.688172,0.888889,3.172219,0.125,3.158631,2.980215,-0.004177,18.312381,0.403336,0.449811,0.368817,0.368817,10.333333,2,1,3,2,2,0.1,-1
64.818182,0.04972,0.351736,8.116009,0.6875,1.60652,0.181818,5.318444,2.99908,0.060235,21.446134,0.395098,0.550475,0.524322,0.478554,16.5,2,0,2,2,2,0.3,-1
