@relation CityBeatEvents
@attribute AvgCaptionLen real
@attribute stat_StdPhotoDis real
@attribute AvgPhotoDis real
@attribute MeanPhotoDisbyCap real
@attribute CaptionPercentage real
@attribute PredictedStd real
@attribute TopWordPopularity real
@attribute Zscore real
@attribute Entropy real
@attribute diff_AvgPhotoDis real
@attribute diff_TopWordPopularity real
@attribute diff_Entropy real
@attribute tfidf1 real
@attribute tfidf2 real
@attribute tfidf3 real
@attribute NumberOfhashtags1 real
@attribute NumberOfhashtags2 real
@attribute NumberOfhashtags3 real
@attribute NumberOfPhotsoContaingTopWord1 real
@attribute NumberOfPhotsoContaingTopWord2 real
@attribute NumberOfPhotsoContaingTopWord3 real
@attribute Top10PhotoLocationNameFreq real
@attribute ID string
@attribute label {1,-1}
@data
45.68 , 0.0666432759922 , 0.331482716519 , 7.57174191035 , 0.925925925926 , 2.92226524091 , 0.133333333333 , 4.89724909706 , 2.90415746213 , 0.0242626035376 , 18.9680844954 , 0.149697341339 , 0.479948621473 , 0.291242263471 , 0.275848078911 , 0.666666666667 , 0.0 , 0.0 , 6 , 3 , 3 , 0.3 , 51147d55c2a3754cfe6688e9 , 1
46.3859649123 , 0.0851471006585 , 0.270842575402 , 7.51044551691 , 0.934426229508 , 6.258273843 , 0.134502923977 , 3.86650864524 , 2.6515923918 , 0.0261552842594 , 16.4331717749 , 0.12813115473 , 0.3031991052 , 0.228574056325 , 0.225782005594 , 1.33333333333 , 1.375 , 1.125 , 15 , 8 , 8 , 1.3 , 51147966c2a3754cfe668500 , 1
45.3970588235 , 0.0722875211752 , 0.254759280431 , 7.73873914298 , 0.906666666667 , 3.36408622985 , 0.0637254901961 , 4.13296158623 , 2.85022700399 , -0.026263243781 , 16.4702569689 , 0.0952540127042 , 0.321804497866 , 0.267224113618 , 0.174539267105 , 3.0 , 3.8 , 3.0 , 6 , 5 , 5 , 0.8 , 51147ad6c2a3754cfe668667 , 1
24.375 , 0.061722244607 , 0.230998985263 , 7.64000665627 , 0.8 , 1.77396609286 , 0.208333333333 , 3.26741507445 , 2.92585301456 , -0.0360416066345 , 22.9637846241 , 0.36107031018 , 0.48574987271 , 0.48574987271 , 0.46007460463 , 0.333333333333 , 0.0 , 1.0 , 3 , 1 , 1 , 0.1 , 51148549c2a3754cfe6692cf , 1
41.8 , 0.0859634436416 , 0.220679416657 , 7.4429479088 , 0.961538461538 , 1.07784922979 , 0.146666666667 , 8.32555518294 , 2.29147408745 , -0.0762799460759 , 19.3031750147 , 0.272622452325 , 0.461276164648 , 0.356624514657 , 0.287722412935 , 2.625 , 3.33333333333 , 5.33333333333 , 8 , 3 , 3 , 0.7 , 51148da2c2a3754cfe669f10 , 1
30.3170731707 , 0.064339726321 , 0.34353746382 , 7.72660063547 , 0.911111111111 , 3.50567799116 , 0.0650406504065 , 4.56107442385 , 3.0521405225 , -0.000760681632558 , 18.9908374242 , 0.0787760843251 , 0.399384699309 , 0.384967834067 , 0.249788354707 , 0.6 , 1.5 , 0.5 , 5 , 2 , 2 , 0.3 , 51147bdbc2a3754cfe668749 , 1
48.3461538462 , 0.0713472118812 , 0.138694448282 , 7.53319688493 , 0.928571428571 , 1.38428910741 , 0.153846153846 , 6.82816754185 , 2.19356214836 , -0.155419876998 , 19.9436700038 , 0.217570715945 , 0.372539492908 , 0.288795607596 , 0.232998477804 , 4.75 , 4.25 , 3.0 , 4 , 4 , 4 , 0.1 , 51148d6dc2a3754cfe669e91 , 1
32.0833333333 , 0.0653994030502 , 0.166890321473 , 7.54243111659 , 0.857142857143 , 1.14493518963 , 0.222222222222 , 6.0439703259 , 2.30532065133 , -0.159247423679 , 21.9255474946 , 0.529253810311 , 0.548813089896 , 0.292683025894 , 0.292683025894 , 0.8 , 1.25 , 0.5 , 5 , 4 , 2 , 0.6 , 51148defc2a3754cfe669f4d , 1
38.2894736842 , 0.0697674134864 , 0.353652589343 , 7.64458908083 , 0.904761904762 , 3.29744336764 , 0.0877192982456 , 3.50694901975 , 2.95002946174 , 0.0154328716172 , 19.9000451318 , 0.141276856184 , 0.315870302634 , 0.234797510523 , 0.227176884181 , 0.75 , 0.75 , 1.5 , 4 , 4 , 4 , 0.4 , 51147abac2a3754cfe668648 , 1
64.3055555556 , 0.0867292189182 , 0.30270692787 , 7.41430428762 , 0.923076923077 , 3.64514731633 , 0.157407407407 , 4.41285726587 , 2.7957854946 , -0.0190118199306 , 19.4205426719 , 0.254785837231 , 0.27342938492 , 0.27342938492 , 0.269524597845 , 2.33333333333 , 1.5 , 1.83333333333 , 6 , 6 , 6 , 0.9 , 511478c8c2a3754cfe6684a9 , 1
47.4705882353 , 0.0668663497124 , 0.143609911846 , 6.69085924337 , 0.944444444444 , 0.880226838511 , 0.372549019608 , 13.8501053456 , 2.43257538777 , -0.110499240398 , 20.4396428425 , 1.32254348211 , 0.501448616407 , 0.295874240063 , 0.238159431154 , 0.894736842105 , 0.894736842105 , 1.33333333333 , 19 , 19 , 12 , 0.7 , 51148c29c2a3754cfe669ce6 , 1
36.0555555556 , 0.0404594713516 , 0.313087461436 , 7.53280365873 , 0.9 , 1.835522358 , 0.148148148148 , 3.96013192204 , 2.80112787472 , 0.0387893109314 , 19.5010628672 , 0.349695932947 , 0.310284172241 , 0.310284172241 , 0.310284172241 , 2.16666666667 , 1.0 , 3.0 , 6 , 1 , 1 , 0.2 , 51147f87c2a3754cfe668bde , 1
25.4736842105 , 0.0759003623942 , 0.326859990743 , 7.56612229372 , 0.826086956522 , 2.35710190233 , 0.140350877193 , 4.41503701854 , 2.85845859334 , 0.0305566366933 , 19.728615375 , 0.0476948034358 , 0.319301369191 , 0.253676843968 , 0.239995533422 , 1.25 , 0.0 , 2.5 , 4 , 3 , 2 , 0.5 , 51147f8bc2a3754cfe668c09 , 1
65.2 , 0.0843984322734 , 0.222571496122 , 7.47615896899 , 0.909090909091 , 1.83074392837 , 0.122222222222 , 5.46828742849 , 2.76427465028 , -0.0505370278123 , 18.973970583 , 0.414672009831 , 0.303849777591 , 0.245144087366 , 0.245144087366 , 3.55555555556 , 6.66666666667 , 11.6666666667 , 9 , 6 , 3 , 0.5 , 51148acec2a3754cfe6699bc , 1
46.6326530612 , 0.052787111278 , 0.381551151796 , 7.62287116606 , 0.859649122807 , 4.56453890104 , 0.0952380952381 , 4.5406122461 , 2.91596324625 , 0.0589474933801 , 16.5032978695 , 0.246419160219 , 0.27056074645 , 0.186153597856 , 0.186153597856 , 1.125 , 5.66666666667 , 5.0 , 8 , 3 , 3 , 0.7 , 511479e9c2a3754cfe668567 , 1
56.0714285714 , 0.096641653869 , 0.301994836587 , 8.06648862419 , 0.848484848485 , 2.69742457748 , 0.130952380952 , 3.61883300823 , 2.61597733278 , 0.0300213252885 , 17.5188978254 , 0.411325579688 , 0.327563380369 , 0.304852559798 , 0.288738976167 , 3.71428571429 , 1.2 , 1.5 , 7 , 5 , 4 , 0.6 , 51147f0dc2a3754cfe668b31 , 1
