49.545455,0.056393,0.137812,7.750124,0.733333,1.039513,0.242424,5.180848,2.471252,-0.019509,18.913631,0.041667,0.400958,0.315066,0.236812,3,7,7,5,2,2,0.9,5114a33bc2a3754cfe66b985,1
51.473684,0.090268,0.34232,7.403987,0.934426,1.213592,0.116959,5.047111,2.668947,-0.004892,18.08237,0.248208,0.303549,0.267571,0.235224,1.153846,1.153846,2.25,13,13,4,1,51148712c2a3754cfe669570,1
60.333333,0.067238,0.350846,7.579309,0.923077,1.778303,0.194444,3.613902,2.958543,0.069038,21.007415,0.377338,0.331085,0.221837,0.221837,2,0,3,3,2,2,0.3,511482e1c2a3754cfe668f78,1
26.857143,0.099404,0.219679,5.638722,0.933333,2.856029,0.261905,3.880881,2.729574,-0.08021,21.603141,0.277914,0.668435,0.447873,0.41682,1,0,0,9,1,1,0.5,51147c8dc2a3754cfe6687f1,1
68.257143,0.084875,0.203606,7.212976,0.972222,1.363877,0.2,3.967078,2.405804,-0.081934,17.94895,0.166553,0.297822,0.259072,0.224395,3,3.111111,4,9,9,6,0.1,51148d4dc2a3754cfe669e6d,1
47.347826,0.078074,0.319628,7.929834,0.821429,1.8944,0.101449,4.531401,2.842439,-0.016941,19.433294,0.149737,0.375109,0.301939,0.301939,2,1.5,1.5,3,2,2,0.2,5114837ec2a3754cfe669027,1
49,0.072485,0.304374,8.191619,0.666667,3.505678,0.111111,3.208304,3.013016,-0.015229,19.138352,0.189996,0.33582,0.296017,0.237927,2,3.5,3.5,2,2,2,0.1,51147bdbc2a3754cfe66874c,1
44.12844,0.051509,0.346976,7.6511,0.893443,2.390123,0.04893,5.4252,2.908372,-0.006612,15.667115,0.079222,0.2471,0.245898,0.214702,1.833333,0.666667,1.166667,6,6,6,1.2,51147a4fc2a3754cfe66858e,1
33.6,0.086229,0.281386,7.92643,0.833333,1.839142,0.177778,6.980782,2.749741,0.106583,18.35624,0.176094,0.354179,0.354179,0.354179,0.666667,0.666667,1,3,3,2,0.7,51147e9ec2a3754cfe668ab2,1
45,0.025713,0.037037,6.996297,1,0.838418,0.222222,6.841521,2.473851,-0.248332,22.938713,0.301378,0.581571,0.314384,0.314384,1.333333,0,0,3,2,2,0.444444,51148bdac2a3754cfe669c33,1
42.48,0.096384,0.32446,7.495707,0.892857,1.91267,0.12,3.980826,2.731953,-0.040126,20.350414,0.25331,0.350781,0.267042,0.222611,1,1,1,5,3,2,0.6,51147e35c2a3754cfe668a2a,1
47.482759,0.078293,0.290605,7.434405,0.966667,3.040818,0.057471,3.723056,2.856562,-0.048678,19.953387,0.543605,0.30531,0.279443,0.226948,1,0,0,2,2,1,0.3,51147c43c2a3754cfe6687b5,1
42.28125,0.063906,0.298277,7.544778,0.864865,2.35189,0.135417,4.246045,2.768586,-0.027018,18.234582,0.192824,0.353799,0.284785,0.22378,1.2,4.6,0.8,5,5,5,0.6,51147f9ac2a3754cfe668c31,1
52.972973,0.064273,0.255143,7.478072,0.902439,0.951287,0.108108,6.153041,2.566108,-0.02019,18.615753,0.564528,0.254846,0.254846,0.248209,1.125,1.25,1,8,8,8,0.4,51148bb8c2a3754cfe669bd6,1
44.4,0.089368,0.315176,8.048269,0.909091,2.697058,0.1,3.761902,2.864068,-0.052974,21.266059,0.542324,0.335101,0.311868,0.295383,0.5,1.5,1.5,2,2,2,0.2,51148f62c2a3754cfe66a1b7,1
41.448276,0.074728,0.384234,7.902438,0.805556,10.756378,0.08046,3.389048,2.50266,0.009169,14.889876,0.281072,0.350575,0.27988,0.238201,3,0.6,0.6,9,5,5,1.1,5114783fc2a3754cfe668457,1
50.285714,0.03222,0.077892,6.778385,0.875,0.880227,0.380952,7.874385,2.696199,-0.145391,20.171335,0.252706,0.482507,0.362665,0.362665,1.5,2,2,6,4,2,0.25,51148c29c2a3754cfe669ce4,1
44.666667,0.102032,0.248685,7.549135,0.9375,5.759817,0.092593,4.544656,2.366131,-0.064639,16.105753,0.128928,0.301638,0.213177,0.187477,2.333333,2.7,1.111111,12,10,9,3.9,511479acc2a3754cfe668542,1
44.041667,0.087197,0.211425,7.31301,0.96,1.075581,0.208333,6.701235,2.477025,-0.078127,19.404865,0.908678,0.413428,0.355243,0.320493,3.5,2.6,4.6,6,5,5,0.7,51148da1c2a3754cfe669ef9,1
63.470588,0.070275,0.139892,8.134761,0.708333,3.18366,0.117647,3.546021,2.468827,-0.142828,19.950354,0.5642,0.307604,0.281542,0.166283,0.5,16.5,1,2,2,2,0.4,511481bfc2a3754cfe668e85,1
45.818898,0.129717,0.326364,7.883845,0.78882,12.926634,0.110236,3.583333,1.901926,-0.079649,12.220812,0.347924,0.338101,0.227177,0.194183,2.357143,3.473684,3.1,28,19,10,5.9,511477f9c2a3754cfe66842f,1
70.588235,0.073342,0.244156,7.030758,1,1.51765,0.254902,4.795119,2.757004,0.025726,19.897484,0.195575,0.366733,0.31212,0.237956,4.4,4.75,2,5,4,4,0.1,51148d4fc2a3754cfe669e7a,1
